"Date","Price","Open","High","Low","Change %"
"05/30/2017","-0.830","-0.830","-0.830","-0.830","-6.74%"
"05/29/2017","-0.890","-0.890","-0.890","-0.890","0.00%"
"05/26/2017","-0.890","-0.890","-0.890","-0.890","2.30%"
"05/25/2017","-0.870","-0.800","-0.750","-0.870","3.57%"
"05/24/2017","-0.840","-0.840","-0.840","-0.840","0.00%"
"05/23/2017","-0.840","-0.840","-0.840","-0.840","0.00%"
"05/22/2017","-0.840","-0.840","-0.840","-0.840","-6.67%"
"05/20/2017","-0.900","-0.900","-0.900","-0.900","4.65%"
"05/19/2017","-0.860","-0.860","-0.860","-0.860","0.00%"
"05/18/2017","-0.860","-0.860","-0.860","-0.860","2.38%"
"05/17/2017","-0.840","-0.840","-0.840","-0.840","0.00%"
"05/16/2017","-0.840","-0.840","-0.840","-0.840","-11.58%"
"05/15/2017","-0.950","-0.950","-0.950","-0.950","13.10%"
"05/12/2017","-0.840","-0.840","-0.840","-0.840","3.70%"
"05/11/2017","-0.810","-0.810","-0.810","-0.810","6.58%"
"05/10/2017","-0.760","-0.760","-0.760","-0.760","-3.80%"
"05/09/2017","-0.790","-0.790","-0.790","-0.790","-2.47%"
"05/08/2017","-0.810","-0.810","-0.810","-0.810","-7.95%"
"05/07/2017","-0.880","-0.840","-0.840","-0.880","4.76%"
"05/05/2017","-0.840","-0.840","-0.840","-0.840","0.00%"
"05/04/2017","-0.840","-0.840","-0.840","-0.840","2.44%"
"05/03/2017","-0.820","-0.820","-0.820","-0.820","-7.87%"
"05/02/2017","-0.890","-0.890","-0.890","-0.890","-18.35%"
"05/01/2017","-1.090","-1.090","-1.090","-1.090","6.86%"
"04/30/2017","-1.020","-1.020","-1.020","-1.020","13.33%"
"04/29/2017","-0.900","-0.840","-0.820","-0.900","8.43%"
"04/28/2017","-0.830","-0.830","-0.830","-0.830","0.00%"
"04/27/2017","-0.830","-0.830","-0.830","-0.830","-6.74%"
"04/26/2017","-0.890","-0.890","-0.890","-0.890","-7.29%"
"04/25/2017","-0.960","-0.960","-0.960","-0.960","11.63%"
"04/24/2017","-0.860","-0.860","-0.860","-0.860","-3.37%"
"04/23/2017","-0.890","-0.890","-0.890","-0.890","2.30%"
"04/22/2017","-0.870","-0.870","-0.870","-0.870","-1.14%"
"04/21/2017","-0.880","-0.880","-0.880","-0.880","2.33%"
"04/20/2017","-0.860","-0.860","-0.860","-0.860","-3.37%"
"04/19/2017","-0.890","-0.890","-0.890","-0.890","0.00%"
"04/18/2017","-0.890","-0.890","-0.890","-0.890","-16.04%"
"04/17/2017","-1.060","-1.060","-1.060","-1.060","26.19%"
"04/14/2017","-0.840","-0.840","-0.840","-0.840","-1.18%"
